game_nr,message,targets,fixed indices,context condition,distractors,accuracy
669,"[2, 2, 2]",[3. 1. 2. 2.],[0. 1. 1. 1.],2,[3. 0. 2. 2.],0.9825385212898254
1775,"[2, 2, 2]",[1. 1. 1. 2.],[0. 1. 1. 1.],2,[0. 1. 2. 2.],0.9506017565727234
407,"[2, 2, 2]",[2. 1. 2. 2.],[1. 1. 1. 1.],1,[0. 1. 0. 3.],0.9100549221038818
1617,"[2, 2, 2]",[2. 1. 2. 2.],[1. 1. 1. 1.],1,[1. 1. 3. 0.],0.9368598461151123
234,"[2, 2, 2]",[3. 1. 2. 2.],[0. 1. 1. 1.],0,[2. 0. 0. 1.],0.9638243317604065
2974,"[2, 2, 2]",[3. 1. 1. 2.],[0. 1. 1. 1.],2,[0. 1. 3. 2.],0.9407986998558044
179,"[3, 1, 1, 1, 1, 4, 1]",[2. 3. 1. 2.],[1. 1. 1. 0.],0,[1. 1. 3. 2.],0.9895361065864563
2907,"[3, 3, 4, 4, 4]",[3. 1. 0. 1.],[1. 1. 1. 1.],2,[3. 2. 0. 2.],0.9794965982437134
515,"[3, 3, 4, 4, 4]",[3. 1. 1. 1.],[1. 1. 1. 1.],2,[2. 1. 3. 1.],0.9414066672325134
2481,"[3, 3, 4, 4, 4]",[3. 1. 1. 1.],[1. 1. 1. 1.],2,[3. 1. 0. 3.],0.9593065977096558
886,"[3, 3, 4, 4, 4]",[3. 1. 2. 1.],[1. 0. 1. 1.],0,[2. 0. 0. 2.],0.9262186288833618
925,"[3, 3, 4, 4, 4]",[3. 1. 3. 1.],[1. 1. 0. 1.],2,[1. 1. 3. 1.],0.9189163446426392
1002,"[3, 3, 4, 4, 4]",[3. 1. 0. 1.],[1. 1. 1. 1.],1,[3. 2. 1. 2.],0.9818007349967957
2722,"[3, 3, 4, 4, 4]",[3. 1. 0. 1.],[1. 1. 0. 1.],1,[3. 3. 2. 3.],0.9628065228462219
1190,"[3, 3, 4, 4, 4]",[3. 3. 2. 1.],[1. 0. 1. 1.],0,[2. 1. 1. 3.],0.9687641859054565
2770,"[3, 3, 4, 4, 4]",[3. 1. 1. 1.],[1. 1. 1. 1.],1,[1. 3. 2. 1.],0.9495775699615479
2272,"[3, 4, 4]",[2. 1. 2. 1.],[1. 1. 1. 1.],1,[0. 3. 2. 0.],0.9337226748466492
2298,"[3, 4, 4]",[2. 1. 1. 0.],[1. 1. 1. 0.],1,[0. 1. 0. 1.],0.9350855946540833
124,"[3, 4, 4]",[2. 1. 1. 1.],[1. 1. 1. 1.],3,[2. 1. 3. 1.],0.9048412442207336
2715,"[3, 4, 4]",[2. 1. 1. 1.],[1. 1. 1. 1.],0,[1. 2. 2. 0.],0.9396150708198547
2173,"[3, 4, 4]",[2. 1. 2. 1.],[1. 1. 1. 1.],3,[2. 0. 2. 1.],0.9119808077812195
2812,"[3, 4, 4]",[2. 1. 1. 0.],[1. 1. 1. 1.],1,[2. 3. 2. 1.],0.9752837419509888
2832,"[3, 4, 4]",[2. 1. 1. 0.],[1. 1. 1. 1.],0,[0. 3. 2. 1.],0.9308063387870789
2501,"[3, 4, 4]",[2. 1. 1. 0.],[1. 1. 1. 1.],3,[2. 1. 2. 0.],0.9255401492118835
2089,"[3, 4, 4]",[2. 1. 2. 0.],[1. 1. 1. 1.],3,[2. 1. 1. 0.],0.9440968632698059
1695,"[3, 4, 4]",[2. 1. 2. 0.],[1. 1. 1. 1.],0,[1. 0. 0. 1.],0.9625574350357056
1946,"[3, 4, 4]",[2. 1. 2. 0.],[1. 1. 1. 1.],3,[2. 0. 2. 0.],0.9062473177909851
1908,"[3, 4, 4]",[2. 1. 2. 0.],[1. 1. 1. 1.],2,[1. 1. 2. 2.],0.9233349561691284
1737,"[3, 4, 4]",[2. 1. 2. 1.],[1. 1. 1. 1.],1,[0. 2. 2. 0.],0.9508399963378906
3120,"[3, 4, 4]",[2. 1. 1. 0.],[1. 1. 1. 1.],1,[1. 3. 2. 0.],0.9032748937606812
1570,"[3, 4, 4]",[2. 1. 1. 1.],[1. 1. 1. 1.],2,[1. 1. 3. 1.],0.9505975842475891
1414,"[3, 4, 4]",[2. 1. 1. 0.],[1. 1. 1. 1.],2,[2. 2. 3. 0.],0.9399434924125671
1135,"[3, 4, 4]",[2. 1. 2. 0.],[1. 1. 1. 1.],0,[0. 0. 1. 3.],0.9095154404640198
965,"[3, 4, 4]",[2. 1. 1. 1.],[1. 1. 1. 1.],3,[2. 1. 2. 1.],0.9364715218544006
961,"[3, 4, 4]",[2. 1. 2. 0.],[1. 1. 1. 1.],0,[3. 3. 3. 3.],0.9195498824119568
504,"[3, 4, 4]",[2. 1. 1. 1.],[1. 1. 1. 1.],1,[1. 2. 2. 1.],0.9130192995071411
398,"[3, 4, 4]",[2. 1. 2. 1.],[1. 1. 1. 1.],0,[3. 2. 1. 2.],0.9031962156295776
300,"[3, 4, 4]",[2. 1. 1. 1.],[1. 1. 1. 1.],2,[2. 2. 2. 1.],0.9019837379455566
1965,"[3, 4, 4]",[2. 1. 2. 1.],[1. 1. 1. 1.],1,[1. 0. 1. 1.],0.9431142807006836
3334,"[3, 4, 4]",[2. 1. 1. 1.],[1. 1. 1. 1.],2,[2. 2. 1. 3.],0.9437445998191833
