game_nr,message,targets,fixed indices,context condition,distractors,accuracy
3153,"[3, 2, 4, 2]",[2. 1. 2. 3.],[1. 1. 1. 1.],1,[3. 2. 0. 3.],0.9624800086021423
3336,"[3, 2, 4, 2]",[2. 1. 2. 2.],[1. 1. 1. 0.],0,[3. 3. 3. 1.],0.9406708478927612
332,"[3, 2, 4, 2]",[2. 1. 2. 3.],[1. 1. 0. 1.],1,[3. 2. 1. 3.],0.9404724836349487
2005,"[3, 2, 4, 2]",[2. 1. 3. 3.],[1. 1. 0. 1.],2,[2. 1. 2. 2.],0.9747511744499207
1918,"[3, 2, 4, 2]",[2. 1. 3. 3.],[1. 1. 1. 1.],3,[2. 1. 3. 2.],0.9630052447319031
2403,"[3, 2, 4, 2]",[2. 1. 2. 3.],[1. 1. 0. 1.],1,[0. 1. 0. 2.],0.9377291202545166
2332,"[3, 4, 2, 2]",[2. 1. 3. 3.],[1. 1. 1. 1.],2,[2. 3. 3. 0.],0.9999762773513794
2322,"[3, 4, 2, 2]",[2. 1. 0. 3.],[1. 1. 1. 0.],2,[1. 1. 0. 1.],0.9982560873031616
2300,"[3, 4, 2, 2]",[2. 1. 3. 3.],[1. 1. 1. 1.],1,[3. 3. 3. 2.],0.9623290300369263
3610,"[3, 4, 2, 2]",[2. 1. 3. 3.],[1. 1. 0. 1.],1,[3. 2. 1. 3.],0.9656510353088379
854,"[3, 4, 2, 2]",[2. 1. 0. 0.],[1. 1. 1. 0.],0,[1. 3. 1. 1.],0.9527904391288757
3465,"[3, 4, 2, 2]",[2. 1. 3. 3.],[1. 1. 0. 1.],2,[2. 1. 2. 1.],0.9499849677085876
621,"[4, 2, 2, 4]",[1. 1. 0. 3.],[0. 1. 1. 1.],2,[3. 1. 0. 0.],0.9826768040657043
845,"[4, 2, 2, 4]",[2. 1. 3. 0.],[0. 1. 1. 0.],0,[1. 3. 1. 0.],0.9736595749855042
892,"[4, 2, 2, 4]",[3. 1. 3. 3.],[0. 1. 1. 1.],1,[2. 2. 2. 3.],0.9077612161636353
1753,"[4, 2, 2, 4]",[0. 1. 3. 3.],[0. 1. 1. 1.],0,[3. 3. 2. 0.],0.9106729626655579
1472,"[4, 2, 2, 4]",[3. 1. 0. 3.],[0. 1. 1. 1.],0,[0. 3. 1. 2.],0.9998300671577454
1853,"[4, 2, 2, 4]",[2. 1. 0. 3.],[0. 1. 1. 1.],1,[0. 3. 0. 2.],0.9536736607551575
3249,"[4, 2, 2, 4]",[2. 1. 0. 3.],[0. 1. 1. 1.],1,[2. 3. 2. 3.],0.9015442728996277
2128,"[4, 2, 2, 4]",[1. 1. 0. 3.],[0. 1. 1. 1.],2,[0. 1. 2. 3.],0.9084150195121765
939,"[4, 2, 2, 4]",[2. 1. 3. 1.],[0. 1. 1. 0.],1,[1. 3. 3. 1.],0.922894299030304
2061,"[4, 2, 2, 4]",[1. 1. 3. 1.],[0. 1. 1. 0.],1,[2. 1. 1. 3.],0.9021395444869995
