game_nr,message,targets,fixed indices,context condition,distractors,accuracy
73,"[2, 2, 2, 2, 4]",[2. 1. 1.],[1. 1. 1.],0,[1. 0. 2.],0.9999985098838806
189,"[2, 2, 2, 2, 4]",[0. 2. 1.],[1. 1. 1.],0,[3. 1. 0.],0.990624189376831
261,"[2, 2, 2, 2, 4]",[0. 2. 1.],[1. 1. 1.],0,[1. 0. 3.],0.9999992847442627
462,"[2, 2, 2, 2, 4]",[0. 2. 1.],[1. 1. 1.],1,[2. 2. 3.],0.9999818801879883
470,"[2, 2, 2, 2, 4]",[3. 0. 1.],[1. 1. 1.],2,[3. 0. 2.],0.9973357915878296
522,"[2, 2, 2, 2, 4]",[0. 2. 1.],[1. 1. 1.],1,[3. 2. 3.],0.972452700138092
105,"[2, 2, 2, 4, 2]",[3. 2. 1.],[1. 1. 1.],1,[3. 3. 0.],1.0
402,"[2, 2, 2, 4, 2]",[3. 2. 1.],[0. 1. 1.],0,[3. 1. 3.],0.9792349338531494
516,"[2, 2, 2, 4, 2]",[3. 1. 1.],[0. 1. 1.],0,[3. 3. 0.],0.9735726118087769
619,"[2, 2, 2, 4, 2]",[3. 2. 1.],[1. 1. 1.],1,[1. 2. 3.],0.9995110034942627
