game_nr,message,targets,fixed indices,context condition,distractors,accuracy
18,"[1, 1]",[1. 2. 3.],[1. 1. 1.],0,[2. 1. 1.],0.9999940991401672
391,"[1, 1]",[3. 1. 3.],[1. 1. 1.],0,[0. 3. 1.],0.9999975562095642
16,"[1, 1, 1]",[0. 2. 3.],[1. 1. 1.],2,[0. 2. 1.],0.9999995827674866
560,"[1, 1, 1]",[2. 2. 3.],[0. 1. 1.],0,[2. 0. 2.],0.9999993443489075
553,"[1, 1, 1]",[2. 1. 3.],[1. 0. 1.],0,[1. 2. 0.],0.9999986290931702
544,"[1, 1, 1]",[1. 1. 3.],[0. 0. 1.],0,[1. 1. 0.],0.999998927116394
532,"[1, 1, 1]",[3. 1. 3.],[1. 1. 1.],1,[3. 3. 2.],0.9999971985816956
509,"[1, 1, 1]",[2. 3. 3.],[1. 1. 1.],0,[3. 2. 2.],0.9999991655349731
496,"[1, 1, 1]",[0. 1. 3.],[1. 1. 1.],2,[0. 1. 0.],0.9999979138374329
479,"[1, 1, 1]",[0. 2. 3.],[1. 1. 1.],2,[0. 2. 2.],0.9999932646751404
474,"[1, 1, 1]",[0. 2. 3.],[0. 1. 1.],1,[2. 2. 2.],0.9999997615814209
451,"[1, 1, 1]",[1. 2. 3.],[1. 0. 1.],1,[1. 1. 2.],0.9999980926513672
443,"[1, 1, 1]",[1. 1. 3.],[1. 1. 1.],0,[0. 0. 1.],0.9999799132347107
425,"[1, 1, 1]",[0. 1. 3.],[1. 1. 1.],1,[0. 2. 2.],0.9999998807907104
415,"[1, 1, 1]",[0. 1. 3.],[1. 1. 1.],0,[1. 2. 1.],0.9999974370002747
413,"[1, 1, 1]",[1. 1. 3.],[1. 1. 1.],0,[2. 2. 0.],0.9999892711639404
404,"[1, 1, 1]",[0. 3. 3.],[1. 0. 1.],1,[0. 0. 0.],0.9999971389770508
398,"[1, 1, 1]",[1. 1. 3.],[0. 1. 1.],0,[2. 3. 0.],0.9999997019767761
397,"[1, 1, 1]",[1. 1. 3.],[0. 1. 1.],1,[0. 1. 2.],0.9999994039535522
393,"[1, 1, 1]",[1. 2. 3.],[1. 1. 1.],1,[1. 3. 1.],0.9999984502792358
739,"[1, 1, 1]",[0. 3. 3.],[1. 0. 1.],1,[0. 0. 2.],0.9999999403953552
568,"[1, 1, 1]",[2. 0. 3.],[1. 0. 1.],0,[0. 2. 1.],0.9999781250953674
