game_nr,message,targets,fixed indices,context condition,distractors,accuracy
2183,"[4, 2]",[2. 1. 1. 2.],[0. 1. 1. 1.],2,[0. 1. 0. 2.],0.9999997019767761
2186,"[4, 2]",[0. 2. 1. 1.],[1. 1. 1. 1.],3,[0. 2. 0. 1.],0.9999144673347473
2223,"[4, 2]",[1. 0. 1. 1.],[1. 1. 1. 1.],2,[0. 0. 0. 1.],0.9996424317359924
2243,"[4, 2]",[0. 3. 1. 3.],[0. 1. 1. 1.],1,[1. 3. 3. 2.],0.9998369216918945
2248,"[4, 2]",[0. 2. 1. 2.],[0. 1. 1. 1.],2,[3. 2. 3. 2.],0.9999855160713196
2255,"[4, 2]",[1. 1. 1. 0.],[1. 1. 1. 1.],1,[0. 0. 3. 0.],0.9999085068702698
2266,"[4, 2]",[1. 1. 1. 2.],[1. 1. 1. 1.],0,[0. 2. 2. 3.],0.9999879598617554
2310,"[4, 2]",[0. 0. 1. 0.],[0. 1. 1. 0.],0,[0. 3. 0. 1.],0.9997542500495911
2318,"[4, 2]",[1. 0. 1. 1.],[1. 0. 1. 1.],1,[1. 1. 0. 2.],0.999801754951477
2351,"[4, 2]",[1. 3. 1. 3.],[1. 1. 1. 1.],2,[3. 3. 0. 3.],0.999978244304657
2374,"[4, 2]",[3. 0. 1. 1.],[1. 0. 1. 1.],1,[3. 3. 3. 2.],0.9999175667762756
2806,"[4, 2]",[1. 0. 1. 2.],[1. 1. 1. 1.],3,[1. 0. 3. 2.],0.9999678730964661
2807,"[4, 2]",[0. 1. 1. 1.],[0. 0. 1. 1.],0,[0. 0. 0. 2.],0.9983794689178467
2828,"[4, 2]",[3. 0. 1. 1.],[0. 1. 1. 0.],0,[2. 2. 3. 2.],0.9999963045120239
2844,"[4, 2]",[0. 2. 1. 3.],[1. 0. 1. 0.],1,[0. 1. 2. 0.],0.9948599338531494
3319,"[4, 2]",[3. 1. 1. 0.],[0. 1. 1. 1.],1,[0. 3. 0. 0.],0.9874815344810486
3325,"[4, 2]",[0. 1. 1. 2.],[1. 1. 1. 1.],0,[2. 0. 3. 0.],0.9875021576881409
3345,"[4, 2]",[2. 1. 1. 2.],[1. 1. 1. 0.],2,[2. 1. 2. 0.],0.9999966621398926
3349,"[4, 2]",[2. 1. 1. 2.],[1. 1. 1. 1.],1,[2. 3. 0. 0.],0.9999978542327881
3357,"[4, 2]",[1. 0. 1. 1.],[1. 1. 1. 0.],1,[1. 1. 2. 3.],0.9999961256980896
3366,"[4, 2]",[2. 3. 1. 0.],[1. 0. 1. 1.],0,[1. 3. 3. 1.],0.9999990463256836
3372,"[4, 2]",[0. 1. 1. 2.],[1. 1. 1. 1.],0,[2. 2. 3. 3.],0.9999743700027466
3411,"[4, 2]",[1. 0. 1. 3.],[0. 1. 1. 1.],1,[2. 0. 3. 0.],0.9999278783798218
3428,"[4, 2]",[1. 0. 1. 0.],[1. 1. 1. 1.],0,[3. 2. 0. 1.],0.998726487159729
3442,"[4, 2]",[1. 2. 1. 3.],[1. 0. 1. 0.],1,[1. 2. 0. 2.],0.9999622702598572
3443,"[4, 2]",[0. 3. 1. 1.],[0. 1. 1. 0.],1,[3. 3. 0. 3.],0.9998408555984497
3471,"[4, 2]",[1. 0. 1. 3.],[1. 1. 1. 1.],2,[1. 2. 0. 3.],0.999999463558197
3480,"[4, 2]",[1. 1. 1. 2.],[1. 1. 1. 1.],1,[0. 1. 0. 1.],0.9937666654586792
3519,"[4, 2]",[1. 0. 1. 0.],[1. 1. 1. 1.],3,[1. 0. 3. 0.],0.9999956488609314
3527,"[4, 2]",[1. 0. 1. 3.],[1. 1. 1. 1.],0,[0. 2. 2. 2.],0.9999844431877136
3537,"[4, 2]",[1. 1. 1. 1.],[1. 1. 1. 1.],1,[0. 1. 2. 3.],0.9999919533729553
3560,"[4, 2]",[2. 3. 1. 0.],[1. 0. 1. 1.],2,[2. 1. 0. 0.],0.9999971985816956
3590,"[4, 2]",[0. 2. 1. 0.],[1. 0. 1. 0.],1,[0. 2. 0. 2.],0.9998671412467957
3594,"[4, 2]",[2. 2. 1. 1.],[0. 1. 1. 1.],2,[2. 2. 3. 1.],0.9998779892921448
3601,"[4, 2]",[0. 3. 1. 0.],[1. 0. 1. 1.],0,[2. 2. 0. 2.],0.9990874528884888
3625,"[4, 2]",[1. 1. 1. 0.],[1. 1. 1. 0.],2,[1. 1. 2. 1.],0.9997895956039429
3656,"[4, 2]",[1. 3. 1. 1.],[1. 0. 1. 0.],0,[2. 2. 2. 0.],0.9999954700469971
3669,"[4, 2]",[0. 1. 1. 1.],[1. 1. 1. 1.],2,[0. 0. 2. 1.],0.9996275901794434
3232,"[4, 2]",[1. 1. 1. 3.],[1. 0. 1. 1.],1,[3. 3. 0. 3.],0.9968679547309875
1895,"[4, 2]",[1. 0. 1. 1.],[1. 1. 1. 1.],0,[3. 1. 3. 0.],0.9999982714653015
3210,"[4, 2]",[1. 2. 1. 3.],[1. 1. 1. 1.],3,[1. 2. 2. 3.],0.9999966621398926
3193,"[4, 2]",[0. 3. 1. 2.],[0. 1. 1. 1.],2,[0. 3. 0. 2.],0.9997077584266663
2846,"[4, 2]",[2. 2. 1. 0.],[0. 0. 1. 1.],0,[2. 1. 2. 3.],0.9998634457588196
2864,"[4, 2]",[2. 2. 1. 1.],[1. 1. 1. 1.],2,[2. 2. 2. 3.],0.9998700022697449
2881,"[4, 2]",[2. 1. 1. 3.],[0. 0. 1. 1.],0,[2. 1. 2. 1.],0.9999950528144836
2897,"[4, 2]",[1. 0. 1. 0.],[1. 0. 1. 0.],0,[3. 3. 0. 3.],0.9999721050262451
2898,"[4, 2]",[0. 0. 1. 0.],[1. 1. 1. 1.],1,[1. 0. 2. 2.],0.999986469745636
2939,"[4, 2]",[1. 0. 1. 2.],[0. 1. 1. 1.],0,[3. 1. 3. 1.],0.9726216197013855
2942,"[4, 2]",[2. 1. 1. 2.],[0. 0. 1. 1.],0,[1. 1. 3. 0.],0.9719233512878418
2944,"[4, 2]",[2. 1. 1. 1.],[1. 1. 1. 1.],2,[1. 1. 3. 1.],0.9999977350234985
2950,"[4, 2]",[2. 1. 1. 0.],[1. 0. 1. 1.],2,[2. 0. 2. 0.],0.9999966621398926
2981,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 1.],0,[2. 2. 3. 0.],0.9999764561653137
3005,"[4, 2]",[2. 2. 1. 0.],[1. 1. 1. 1.],3,[2. 2. 3. 0.],0.9999973773956299
3010,"[4, 2]",[1. 1. 1. 2.],[0. 1. 1. 1.],2,[0. 1. 2. 2.],0.9999796748161316
3025,"[4, 2]",[1. 1. 1. 2.],[0. 0. 1. 1.],0,[2. 1. 0. 3.],0.9999929070472717
3027,"[4, 2]",[0. 3. 1. 2.],[1. 0. 1. 1.],0,[3. 3. 0. 3.],0.9995661377906799
3046,"[4, 2]",[2. 1. 1. 0.],[1. 1. 1. 1.],1,[2. 2. 0. 3.],0.9999740719795227
3060,"[4, 2]",[0. 2. 1. 2.],[1. 1. 1. 0.],2,[0. 2. 2. 1.],0.9999375939369202
3089,"[4, 2]",[0. 2. 1. 3.],[1. 0. 1. 1.],2,[0. 2. 2. 3.],0.9999633431434631
3098,"[4, 2]",[0. 1. 1. 2.],[1. 1. 1. 1.],3,[0. 1. 3. 2.],0.9999987483024597
3144,"[4, 2]",[2. 0. 1. 3.],[1. 1. 1. 0.],1,[2. 1. 2. 2.],0.9657221436500549
3147,"[4, 2]",[2. 1. 1. 1.],[1. 1. 1. 1.],2,[2. 2. 2. 1.],0.9656810760498047
3155,"[4, 2]",[2. 3. 1. 0.],[1. 1. 1. 1.],3,[2. 3. 2. 0.],0.9995307922363281
3158,"[4, 2]",[0. 2. 1. 2.],[1. 1. 1. 1.],3,[0. 2. 2. 2.],0.9999660849571228
3166,"[4, 2]",[1. 2. 1. 3.],[1. 0. 1. 0.],0,[3. 2. 0. 0.],0.999973714351654
3195,"[4, 2]",[3. 1. 1. 0.],[1. 1. 1. 0.],1,[3. 2. 0. 0.],0.999123215675354
1871,"[4, 2]",[3. 1. 1. 2.],[1. 0. 1. 1.],1,[3. 3. 3. 1.],0.9999997019767761
1852,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 1.],0,[2. 0. 2. 0.],0.9999457597732544
1845,"[4, 2]",[1. 0. 1. 3.],[0. 0. 1. 1.],0,[3. 1. 0. 0.],0.9999952912330627
527,"[4, 2]",[1. 1. 1. 1.],[1. 0. 1. 1.],0,[3. 0. 3. 3.],0.9999949932098389
545,"[4, 2]",[2. 2. 1. 1.],[1. 1. 1. 1.],2,[2. 2. 0. 0.],0.9998284578323364
552,"[4, 2]",[3. 1. 1. 3.],[1. 1. 1. 1.],2,[3. 2. 2. 3.],0.9996914267539978
582,"[4, 2]",[1. 1. 1. 2.],[1. 1. 1. 1.],2,[3. 1. 0. 2.],0.9999935626983643
599,"[4, 2]",[1. 0. 1. 0.],[1. 0. 1. 1.],0,[2. 1. 0. 1.],0.9998432993888855
602,"[4, 2]",[0. 0. 1. 0.],[1. 1. 1. 1.],3,[0. 0. 3. 0.],0.9999984502792358
616,"[4, 2]",[1. 0. 1. 0.],[0. 1. 1. 1.],0,[0. 1. 3. 2.],0.9996130466461182
654,"[4, 2]",[3. 2. 1. 0.],[0. 0. 1. 1.],0,[3. 3. 3. 1.],0.9999921321868896
666,"[4, 2]",[3. 1. 1. 3.],[1. 1. 1. 1.],1,[3. 0. 2. 0.],0.9998814463615417
672,"[4, 2]",[2. 0. 1. 0.],[0. 0. 1. 1.],0,[3. 3. 2. 2.],0.9995869994163513
685,"[4, 2]",[1. 3. 1. 0.],[0. 1. 1. 0.],1,[3. 3. 3. 0.],0.9998733997344971
745,"[4, 2]",[1. 1. 1. 2.],[1. 1. 1. 0.],0,[0. 2. 2. 1.],0.9967055320739746
751,"[4, 2]",[3. 1. 1. 0.],[1. 1. 1. 1.],2,[3. 1. 2. 1.],0.996090292930603
779,"[4, 2]",[1. 0. 1. 1.],[1. 0. 1. 1.],1,[1. 3. 0. 3.],0.9983559846878052
821,"[4, 2]",[1. 1. 1. 2.],[1. 1. 1. 0.],2,[1. 1. 2. 1.],0.9343171119689941
849,"[4, 2]",[1. 1. 1. 1.],[1. 0. 1. 1.],1,[3. 2. 2. 1.],0.9999959468841553
917,"[4, 2]",[3. 1. 1. 3.],[1. 1. 1. 1.],2,[3. 3. 3. 3.],0.9989832639694214
938,"[4, 2]",[2. 0. 1. 2.],[0. 1. 1. 1.],1,[3. 0. 2. 0.],0.9999985098838806
972,"[4, 2]",[0. 1. 1. 2.],[1. 1. 1. 1.],2,[0. 1. 3. 0.],0.9999932050704956
1020,"[4, 2]",[1. 0. 1. 2.],[1. 1. 1. 1.],0,[0. 3. 2. 3.],0.9999997615814209
1031,"[4, 2]",[3. 1. 1. 1.],[0. 1. 1. 1.],0,[2. 3. 0. 0.],0.9968737959861755
1071,"[4, 2]",[1. 3. 1. 2.],[0. 0. 1. 1.],1,[2. 2. 3. 2.],0.9937378764152527
1109,"[4, 2]",[2. 2. 1. 2.],[0. 1. 1. 1.],1,[3. 2. 3. 0.],0.9968716502189636
513,"[4, 2]",[1. 1. 1. 2.],[1. 1. 1. 1.],2,[1. 0. 2. 2.],0.9999487996101379
1115,"[4, 2]",[0. 1. 1. 0.],[1. 0. 1. 1.],0,[2. 1. 2. 3.],0.9967777729034424
479,"[4, 2]",[2. 1. 1. 1.],[1. 1. 1. 1.],3,[2. 1. 2. 1.],0.9999457597732544
428,"[4, 2]",[2. 0. 1. 3.],[0. 1. 1. 1.],2,[3. 0. 2. 3.],0.999992311000824
27,"[4, 2]",[0. 0. 1. 1.],[0. 1. 1. 0.],1,[0. 0. 2. 1.],0.999981164932251
33,"[4, 2]",[0. 2. 1. 3.],[1. 1. 1. 1.],3,[0. 2. 0. 3.],0.9997698664665222
38,"[4, 2]",[0. 0. 1. 1.],[1. 0. 1. 1.],1,[0. 3. 3. 3.],0.9999877214431763
64,"[4, 2]",[1. 3. 1. 3.],[1. 0. 1. 0.],1,[1. 1. 0. 3.],0.9999610185623169
66,"[4, 2]",[0. 3. 1. 1.],[1. 1. 1. 1.],2,[1. 3. 3. 1.],0.9999239444732666
68,"[4, 2]",[0. 2. 1. 2.],[1. 1. 1. 1.],2,[2. 2. 0. 2.],0.9999828934669495
99,"[4, 2]",[0. 0. 1. 0.],[1. 1. 1. 1.],1,[2. 0. 3. 2.],0.9999739527702332
154,"[4, 2]",[0. 0. 1. 3.],[1. 0. 1. 1.],2,[0. 3. 0. 3.],0.9999760985374451
155,"[4, 2]",[0. 3. 1. 1.],[1. 1. 1. 1.],3,[0. 3. 0. 1.],0.9999273419380188
161,"[4, 2]",[0. 0. 1. 2.],[1. 0. 1. 1.],1,[3. 1. 0. 2.],0.9996647238731384
168,"[4, 2]",[2. 1. 1. 0.],[1. 1. 1. 1.],1,[2. 3. 2. 1.],0.9998916387557983
221,"[4, 2]",[1. 3. 1. 0.],[0. 1. 1. 0.],1,[2. 3. 3. 0.],0.9997380375862122
228,"[4, 2]",[1. 0. 1. 1.],[1. 0. 1. 1.],1,[3. 3. 3. 1.],0.9999984502792358
242,"[4, 2]",[3. 1. 1. 2.],[0. 1. 1. 1.],2,[0. 1. 3. 2.],0.9999337792396545
255,"[4, 2]",[0. 0. 1. 0.],[1. 0. 1. 0.],1,[0. 3. 0. 3.],0.9992907643318176
270,"[4, 2]",[2. 0. 1. 2.],[0. 1. 1. 1.],0,[1. 2. 0. 3.],0.9999938011169434
273,"[4, 2]",[0. 1. 1. 2.],[1. 0. 1. 0.],0,[2. 1. 2. 2.],0.9998226761817932
280,"[4, 2]",[1. 3. 1. 3.],[1. 1. 1. 1.],1,[3. 3. 0. 0.],0.9999951124191284
349,"[4, 2]",[0. 1. 1. 3.],[1. 1. 1. 1.],2,[0. 3. 0. 3.],0.9687490463256836
361,"[4, 2]",[0. 0. 1. 1.],[1. 0. 1. 1.],2,[0. 2. 2. 1.],0.9999492764472961
362,"[4, 2]",[0. 1. 1. 1.],[1. 1. 1. 1.],0,[1. 3. 2. 2.],0.9999833106994629
388,"[4, 2]",[0. 1. 1. 1.],[1. 1. 1. 1.],1,[2. 0. 3. 1.],0.999755859375
422,"[4, 2]",[1. 0. 1. 0.],[1. 1. 1. 1.],1,[1. 2. 0. 2.],0.9999886751174927
441,"[4, 2]",[1. 0. 1. 3.],[1. 1. 1. 1.],1,[0. 3. 3. 3.],0.9999991059303284
3711,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 1.],2,[2. 1. 2. 3.],0.9999969005584717
1119,"[4, 2]",[0. 1. 1. 2.],[1. 1. 1. 1.],1,[0. 3. 0. 0.],0.9968488812446594
1161,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 1.],1,[0. 1. 0. 2.],0.9999977946281433
1579,"[4, 2]",[0. 2. 1. 2.],[1. 1. 1. 0.],1,[2. 2. 2. 1.],0.9999350309371948
1583,"[4, 2]",[0. 0. 1. 0.],[1. 1. 1. 1.],0,[3. 2. 3. 3.],0.9999232292175293
1591,"[4, 2]",[2. 3. 1. 3.],[0. 1. 1. 1.],1,[1. 3. 0. 0.],0.999994695186615
1595,"[4, 2]",[1. 1. 1. 2.],[0. 1. 1. 1.],1,[1. 2. 2. 2.],0.9999837279319763
1606,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 0.],1,[2. 1. 2. 2.],0.9999966025352478
1623,"[4, 2]",[1. 0. 1. 0.],[1. 1. 1. 0.],0,[2. 1. 3. 0.],0.9985209703445435
1641,"[4, 2]",[2. 2. 1. 0.],[0. 1. 1. 1.],2,[2. 2. 0. 0.],0.9999719262123108
1653,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 1.],2,[1. 0. 0. 3.],0.9697442650794983
1691,"[4, 2]",[0. 3. 1. 2.],[1. 1. 1. 1.],3,[0. 3. 3. 2.],0.9997169971466064
1694,"[4, 2]",[1. 1. 1. 3.],[0. 1. 1. 1.],0,[2. 2. 0. 0.],0.9999995231628418
1696,"[4, 2]",[1. 2. 1. 1.],[1. 0. 1. 0.],0,[2. 0. 3. 1.],0.9966844320297241
1728,"[4, 2]",[0. 3. 1. 0.],[1. 0. 1. 1.],0,[2. 2. 3. 3.],0.9999774098396301
1733,"[4, 2]",[1. 1. 1. 0.],[1. 0. 1. 1.],2,[1. 2. 0. 0.],0.9998531937599182
1743,"[4, 2]",[1. 1. 1. 0.],[0. 1. 1. 1.],0,[2. 0. 3. 2.],0.9998501539230347
1744,"[4, 2]",[2. 0. 1. 3.],[0. 1. 1. 1.],1,[0. 3. 3. 3.],0.9999861717224121
1764,"[4, 2]",[1. 2. 1. 1.],[0. 0. 1. 1.],0,[1. 3. 3. 0.],0.9999650120735168
1782,"[4, 2]",[0. 1. 1. 3.],[0. 1. 1. 1.],1,[2. 2. 0. 3.],0.9999834299087524
1793,"[4, 2]",[0. 0. 1. 2.],[1. 1. 1. 1.],0,[1. 3. 3. 3.],0.999647319316864
1812,"[4, 2]",[1. 1. 1. 1.],[1. 1. 1. 1.],1,[0. 0. 0. 1.],0.9999608397483826
1816,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 1.],0,[0. 3. 2. 0.],0.999829113483429
1817,"[4, 2]",[3. 2. 1. 1.],[1. 1. 1. 1.],3,[3. 2. 0. 1.],0.9999797344207764
1825,"[4, 2]",[3. 2. 1. 1.],[1. 1. 1. 1.],1,[3. 3. 2. 2.],0.9998980164527893
1833,"[4, 2]",[1. 2. 1. 2.],[0. 1. 1. 1.],1,[0. 2. 0. 1.],0.9999979734420776
1572,"[4, 2]",[1. 3. 1. 0.],[1. 1. 1. 1.],2,[1. 3. 2. 2.],0.9995194673538208
1133,"[4, 2]",[0. 2. 1. 0.],[1. 1. 1. 0.],2,[0. 2. 0. 0.],0.9999836087226868
1570,"[4, 2]",[2. 1. 1. 2.],[0. 1. 1. 1.],1,[3. 1. 2. 1.],0.9999988079071045
1531,"[4, 2]",[1. 2. 1. 3.],[0. 1. 1. 1.],2,[2. 2. 3. 3.],0.9999844431877136
1186,"[4, 2]",[1. 3. 1. 0.],[0. 0. 1. 1.],0,[1. 0. 0. 1.],0.9987531900405884
1210,"[4, 2]",[2. 2. 1. 3.],[1. 1. 1. 1.],3,[2. 2. 0. 3.],0.9999895691871643
1247,"[4, 2]",[1. 3. 1. 3.],[0. 0. 1. 1.],1,[3. 2. 2. 3.],0.9999931454658508
1280,"[4, 2]",[0. 1. 1. 2.],[1. 0. 1. 1.],1,[3. 2. 0. 2.],0.9994127750396729
1286,"[4, 2]",[3. 1. 1. 1.],[0. 1. 1. 1.],1,[3. 1. 2. 2.],0.9999939203262329
1299,"[4, 2]",[1. 0. 1. 3.],[1. 1. 1. 1.],1,[2. 2. 3. 3.],0.9999051690101624
1316,"[4, 2]",[2. 1. 1. 2.],[1. 1. 1. 1.],2,[2. 2. 2. 2.],0.9999920129776001
1330,"[4, 2]",[2. 1. 1. 2.],[0. 1. 1. 1.],0,[0. 3. 0. 3.],1.0
1346,"[4, 2]",[2. 2. 1. 2.],[0. 0. 1. 1.],0,[3. 0. 2. 0.],0.9999993443489075
1374,"[4, 2]",[2. 1. 1. 1.],[1. 1. 1. 1.],3,[2. 1. 3. 1.],0.9999985098838806
1382,"[4, 2]",[2. 2. 1. 3.],[0. 1. 1. 0.],1,[0. 2. 3. 2.],0.9999920725822449
1397,"[4, 2]",[3. 1. 1. 3.],[0. 1. 1. 1.],0,[3. 0. 3. 1.],0.9998889565467834
1407,"[4, 2]",[0. 3. 1. 1.],[1. 1. 1. 1.],2,[0. 3. 3. 3.],0.999991238117218
1434,"[4, 2]",[0. 3. 1. 3.],[1. 0. 1. 1.],0,[2. 1. 0. 2.],0.9997622966766357
1448,"[4, 2]",[0. 1. 1. 2.],[1. 1. 1. 1.],0,[3. 2. 3. 3.],0.9999455809593201
1476,"[4, 2]",[3. 1. 1. 1.],[1. 1. 1. 1.],2,[3. 1. 0. 3.],0.9999971985816956
1494,"[4, 2]",[1. 0. 1. 2.],[1. 1. 1. 0.],1,[0. 0. 3. 0.],0.9997619390487671
1503,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 0.],0,[3. 2. 3. 3.],0.9994256496429443
1509,"[4, 2]",[1. 2. 1. 1.],[1. 0. 1. 1.],1,[1. 0. 0. 2.],0.9999568462371826
1511,"[4, 2]",[1. 2. 1. 3.],[0. 0. 1. 1.],1,[0. 1. 0. 3.],0.9999291896820068
1513,"[4, 2]",[1. 3. 1. 2.],[1. 1. 1. 1.],3,[1. 3. 2. 2.],0.9999037981033325
1514,"[4, 2]",[2. 1. 1. 0.],[1. 1. 1. 1.],3,[2. 1. 2. 0.],0.9999939203262329
1530,"[4, 2]",[3. 1. 1. 0.],[1. 0. 1. 1.],1,[3. 1. 3. 3.],0.982666015625
1550,"[4, 2]",[1. 1. 1. 3.],[1. 1. 1. 0.],0,[2. 2. 3. 1.],0.9999927282333374
3735,"[4, 2]",[3. 2. 1. 1.],[0. 1. 1. 1.],2,[0. 2. 0. 1.],0.9999990463256836
