game_nr,message,targets,fixed indices,context condition,distractors,accuracy
1865,"[1, 2, 1]",[3. 2. 0. 2.],[1. 1. 1. 0.],1,[3. 0. 2. 3.],0.9999304413795471
1355,"[1, 2, 1]",[0. 2. 0. 2.],[1. 1. 0. 1.],2,[0. 0. 2. 2.],0.9781071543693542
384,"[1, 2, 1]",[3. 2. 3. 2.],[0. 1. 1. 1.],2,[3. 0. 3. 2.],0.99993497133255
1385,"[1, 2, 1]",[0. 2. 3. 0.],[0. 1. 1. 0.],1,[2. 3. 3. 2.],0.9856740236282349
1489,"[1, 2, 1]",[3. 2. 0. 1.],[1. 1. 0. 1.],2,[3. 1. 1. 1.],0.9999995827674866
1551,"[1, 2, 1]",[2. 2. 2. 2.],[1. 1. 1. 1.],0,[0. 3. 1. 1.],0.9999997615814209
1598,"[1, 2, 1]",[0. 2. 0. 0.],[0. 1. 1. 1.],1,[2. 0. 1. 0.],0.9616019129753113
1635,"[1, 2, 1]",[2. 2. 1. 2.],[0. 1. 0. 1.],1,[1. 0. 1. 2.],0.9999117255210876
412,"[1, 2, 1]",[1. 2. 3. 0.],[0. 1. 1. 1.],2,[2. 1. 3. 0.],0.955595076084137
1730,"[1, 2, 1]",[1. 2. 2. 0.],[1. 1. 0. 1.],2,[1. 3. 3. 0.],0.9999958872795105
2122,"[1, 2, 1]",[3. 2. 0. 1.],[1. 1. 1. 0.],2,[3. 0. 0. 2.],0.9961176514625549
637,"[1, 2, 1]",[3. 2. 0. 1.],[1. 1. 0. 1.],2,[3. 3. 3. 1.],0.9999924302101135
2215,"[1, 2, 1]",[2. 2. 2. 1.],[1. 1. 1. 1.],3,[2. 1. 2. 1.],0.9734219312667847
2354,"[1, 2, 1]",[1. 2. 2. 0.],[0. 1. 1. 1.],2,[3. 1. 2. 0.],0.99686199426651
266,"[1, 2, 1]",[3. 2. 3. 1.],[1. 1. 1. 0.],1,[3. 3. 1. 3.],1.0
2397,"[1, 2, 1]",[2. 2. 0. 3.],[0. 1. 1. 0.],0,[1. 1. 2. 3.],0.9999998807907104
2483,"[1, 2, 1]",[1. 2. 1. 2.],[1. 1. 1. 1.],3,[1. 1. 1. 2.],1.0
1817,"[1, 2, 1]",[0. 2. 0. 2.],[1. 1. 0. 1.],2,[0. 3. 2. 2.],0.9999728798866272
2510,"[1, 2, 1]",[3. 2. 2. 1.],[1. 1. 1. 1.],3,[3. 1. 2. 1.],0.981117844581604
1100,"[1, 2, 1]",[2. 2. 1. 2.],[1. 1. 1. 1.],3,[2. 3. 1. 2.],0.9999991059303284
1063,"[1, 2, 1]",[0. 2. 0. 1.],[1. 1. 1. 1.],1,[0. 0. 2. 2.],0.9999998807907104
582,"[1, 2, 1]",[2. 2. 2. 2.],[1. 1. 1. 1.],3,[2. 3. 2. 2.],0.9999998807907104
567,"[1, 2, 1]",[2. 2. 2. 2.],[1. 1. 0. 1.],2,[2. 3. 3. 2.],0.9999936819076538
647,"[1, 2, 1]",[1. 2. 3. 1.],[1. 1. 0. 1.],2,[1. 3. 1. 1.],0.9978510737419128
660,"[1, 2, 1]",[0. 2. 3. 3.],[0. 1. 0. 0.],0,[0. 0. 3. 3.],0.9935914278030396
538,"[1, 2, 1]",[2. 2. 1. 3.],[1. 1. 1. 0.],2,[2. 0. 1. 0.],0.9999918937683105
707,"[1, 2, 1]",[1. 2. 1. 3.],[1. 1. 1. 0.],2,[1. 3. 1. 3.],0.9999703168869019
725,"[1, 2, 1]",[0. 2. 3. 0.],[0. 1. 1. 1.],2,[3. 3. 3. 0.],0.9689873456954956
1095,"[1, 2, 1]",[2. 2. 1. 3.],[1. 1. 1. 1.],2,[1. 0. 1. 3.],0.9999991059303284
493,"[1, 2, 1]",[2. 2. 2. 3.],[1. 1. 1. 1.],3,[2. 1. 2. 3.],0.9999961256980896
488,"[1, 2, 1]",[2. 2. 1. 1.],[0. 1. 1. 1.],2,[0. 0. 1. 1.],0.9999963045120239
794,"[1, 2, 1]",[2. 2. 3. 0.],[0. 1. 1. 0.],0,[3. 1. 2. 0.],0.9999998211860657
806,"[1, 2, 1]",[1. 2. 3. 1.],[0. 1. 1. 0.],0,[1. 3. 2. 0.],0.9999997019767761
467,"[1, 2, 1]",[3. 2. 3. 1.],[0. 1. 1. 0.],1,[2. 1. 3. 1.],1.0000001192092896
963,"[1, 2, 1]",[1. 2. 1. 0.],[0. 1. 1. 0.],1,[3. 1. 1. 0.],0.9972430467605591
1030,"[1, 2, 1]",[3. 2. 1. 0.],[1. 1. 0. 1.],2,[3. 0. 1. 0.],0.9999992847442627
461,"[1, 2, 1]",[3. 2. 1. 2.],[0. 1. 0. 0.],0,[1. 0. 1. 1.],0.9999987483024597
489,"[1, 2, 1]",[2. 2. 0. 3.],[1. 1. 0. 1.],2,[2. 0. 2. 3.],0.999998927116394
2644,"[1, 2, 1]",[3. 2. 0. 3.],[0. 1. 1. 1.],2,[0. 0. 0. 3.],0.9999998211860657
615,"[1, 2, 1]",[2. 2. 1. 1.],[0. 1. 1. 1.],2,[3. 3. 1. 1.],0.9967058300971985
3340,"[1, 2, 1]",[1. 2. 1. 3.],[0. 1. 0. 0.],0,[2. 0. 1. 3.],0.9578052759170532
3538,"[1, 2, 1]",[2. 2. 0. 3.],[1. 1. 1. 1.],3,[2. 3. 0. 3.],0.9939592480659485
3462,"[1, 2, 1]",[2. 2. 0. 3.],[1. 1. 1. 1.],2,[2. 3. 1. 3.],0.9964486956596375
3418,"[1, 2, 1]",[1. 2. 3. 3.],[1. 1. 1. 0.],2,[1. 3. 3. 2.],0.9999939203262329
3547,"[1, 2, 1]",[2. 2. 3. 0.],[1. 1. 0. 1.],2,[2. 0. 2. 0.],0.993770182132721
3369,"[1, 2, 1]",[3. 2. 0. 1.],[0. 1. 1. 1.],1,[0. 0. 1. 1.],0.9999886751174927
3590,"[1, 2, 1]",[0. 2. 0. 1.],[0. 1. 1. 1.],0,[1. 0. 1. 2.],0.9971297979354858
64,"[1, 2, 1]",[2. 2. 1. 2.],[1. 1. 0. 1.],2,[2. 1. 2. 2.],0.9999987483024597
3322,"[1, 2, 1]",[0. 2. 1. 3.],[1. 1. 1. 1.],3,[0. 0. 1. 3.],0.9875975251197815
3292,"[1, 2, 1]",[2. 2. 0. 3.],[1. 1. 1. 1.],3,[2. 3. 0. 3.],0.9999310970306396
165,"[1, 2, 1]",[1. 2. 1. 2.],[0. 1. 1. 1.],2,[2. 0. 1. 2.],0.9972607493400574
3621,"[1, 2, 1]",[0. 2. 1. 1.],[1. 1. 1. 1.],3,[0. 2. 1. 0.],0.9387620091438293
3190,"[1, 2, 1]",[1. 2. 0. 0.],[0. 1. 1. 0.],0,[3. 1. 1. 3.],0.9999999403953552
3507,"[1, 2, 1]",[2. 2. 3. 1.],[1. 1. 1. 1.],0,[3. 0. 2. 3.],1.0
3132,"[1, 2, 1]",[0. 2. 1. 2.],[1. 1. 1. 0.],2,[0. 1. 1. 3.],0.9999997615814209
3622,"[1, 2, 1]",[3. 2. 1. 1.],[1. 1. 1. 0.],2,[3. 1. 1. 2.],0.9447418451309204
3181,"[1, 2, 1]",[3. 2. 0. 0.],[0. 1. 0. 0.],0,[3. 0. 0. 1.],0.9998489022254944
2729,"[1, 2, 1]",[0. 2. 0. 1.],[0. 1. 1. 0.],0,[1. 1. 3. 0.],0.9687500596046448
2827,"[1, 2, 1]",[1. 2. 0. 0.],[0. 1. 1. 1.],1,[0. 3. 2. 0.],0.9995569586753845
3705,"[1, 2, 1]",[3. 2. 3. 0.],[0. 1. 0. 1.],1,[1. 0. 1. 0.],0.9687520265579224
3711,"[1, 2, 1]",[2. 2. 3. 1.],[1. 1. 1. 1.],1,[0. 3. 3. 0.],0.9687498807907104
2846,"[1, 2, 1]",[0. 2. 0. 2.],[1. 1. 1. 1.],3,[0. 0. 0. 2.],0.9999983310699463
2945,"[1, 2, 1]",[3. 2. 3. 2.],[0. 1. 1. 1.],1,[3. 0. 1. 2.],0.9916063547134399
2993,"[1, 2, 1]",[2. 2. 0. 2.],[0. 1. 1. 0.],0,[2. 1. 2. 2.],0.9750620126724243
2963,"[1, 2, 1]",[1. 2. 1. 3.],[0. 1. 1. 1.],2,[2. 1. 1. 3.],0.997588038444519
2961,"[1, 2, 1]",[2. 2. 0. 2.],[0. 1. 0. 0.],0,[0. 3. 3. 2.],0.9977422952651978
2216,"[1, 2, 3, 2]",[2. 2. 0. 0.],[1. 0. 1. 1.],0,[3. 3. 3. 3.],0.9809545278549194
782,"[2, 2]",[1. 3. 0. 3.],[1. 1. 1. 1.],2,[2. 3. 0. 1.],0.9999623894691467
3724,"[2, 2]",[3. 3. 3. 3.],[1. 0. 1. 1.],0,[2. 3. 1. 2.],1.0
667,"[2, 2]",[1. 2. 2. 3.],[0. 1. 1. 1.],1,[1. 0. 2. 2.],0.9875571131706238
3665,"[2, 2]",[1. 0. 1. 3.],[1. 1. 1. 1.],2,[3. 0. 1. 0.],0.9999989867210388
638,"[2, 2]",[1. 1. 1. 3.],[1. 1. 1. 1.],2,[0. 1. 1. 2.],0.9999998211860657
762,"[2, 2]",[1. 0. 0. 3.],[1. 1. 1. 1.],1,[0. 0. 3. 1.],0.9999999403953552
726,"[2, 2]",[1. 3. 0. 3.],[1. 0. 0. 1.],0,[3. 2. 0. 2.],0.9347537159919739
724,"[2, 2]",[3. 3. 3. 3.],[1. 1. 0. 1.],1,[0. 3. 3. 2.],0.9305638074874878
3669,"[2, 2]",[3. 0. 0. 3.],[1. 1. 1. 1.],1,[3. 3. 3. 0.],0.9999904036521912
3619,"[2, 2]",[3. 1. 0. 3.],[1. 0. 1. 1.],0,[1. 0. 1. 0.],0.9291277527809143
934,"[2, 2]",[2. 2. 2. 3.],[1. 1. 1. 1.],3,[2. 2. 0. 3.],0.9686655402183533
2721,"[2, 2]",[3. 0. 2. 3.],[1. 1. 1. 1.],1,[0. 1. 2. 2.],0.96875
3496,"[2, 2]",[3. 0. 0. 3.],[1. 1. 1. 1.],1,[2. 2. 0. 1.],0.9995948672294617
2383,"[2, 2]",[3. 1. 3. 3.],[1. 1. 0. 1.],0,[0. 3. 3. 0.],0.9973292350769043
3044,"[2, 2]",[3. 1. 3. 3.],[1. 1. 1. 1.],0,[1. 3. 0. 2.],0.999981701374054
1890,"[2, 2]",[1. 2. 3. 3.],[1. 0. 0. 1.],0,[3. 3. 0. 2.],0.9862016439437866
3052,"[2, 2]",[3. 2. 1. 3.],[1. 1. 1. 1.],0,[2. 3. 0. 0.],0.9999603629112244
1797,"[2, 2]",[3. 2. 1. 3.],[1. 1. 0. 1.],0,[2. 1. 0. 2.],0.9999950528144836
3080,"[2, 2]",[3. 2. 2. 3.],[1. 1. 1. 1.],0,[2. 0. 0. 1.],0.9999999403953552
1680,"[2, 2]",[3. 1. 2. 3.],[1. 1. 1. 1.],1,[0. 1. 0. 2.],0.987549901008606
3123,"[2, 2]",[3. 2. 2. 3.],[1. 1. 1. 1.],1,[1. 1. 2. 1.],0.999800443649292
1495,"[2, 2]",[3. 0. 3. 3.],[1. 1. 1. 1.],0,[2. 3. 2. 0.],0.9999718070030212
1485,"[2, 2]",[3. 3. 3. 3.],[1. 0. 1. 1.],1,[1. 2. 3. 0.],0.9975433349609375
1437,"[2, 2]",[3. 1. 2. 3.],[1. 1. 1. 1.],1,[2. 1. 3. 0.],0.9995744228363037
1401,"[2, 2]",[3. 2. 2. 3.],[1. 1. 1. 1.],1,[1. 0. 2. 2.],0.9999999403953552
1253,"[2, 2]",[3. 0. 2. 3.],[1. 1. 1. 1.],2,[3. 1. 2. 0.],0.9999964237213135
1220,"[2, 2]",[1. 0. 0. 3.],[1. 1. 1. 1.],0,[3. 2. 2. 1.],0.9628165364265442
2698,"[2, 2]",[3. 0. 2. 3.],[1. 1. 1. 1.],0,[1. 3. 3. 2.],0.9998855590820312
3392,"[2, 2]",[3. 3. 0. 3.],[1. 0. 1. 1.],1,[0. 3. 0. 0.],0.9796228408813477
1064,"[2, 2]",[1. 2. 2. 3.],[1. 1. 0. 1.],0,[3. 3. 2. 0.],0.9999945163726807
3529,"[2, 2]",[3. 0. 3. 3.],[1. 1. 1. 1.],0,[2. 1. 2. 0.],0.9999760985374451
2159,"[2, 2]",[3. 0. 3. 3.],[1. 1. 1. 1.],0,[1. 3. 0. 1.],0.9999763369560242
16,"[2, 2]",[1. 0. 3. 3.],[1. 1. 1. 1.],0,[2. 1. 0. 2.],0.9999995827674866
474,"[2, 2]",[3. 2. 3. 3.],[1. 1. 1. 1.],1,[2. 0. 3. 1.],0.9999999403953552
269,"[2, 2]",[3. 2. 1. 3.],[1. 1. 0. 1.],0,[2. 1. 3. 2.],0.9999999403953552
179,"[2, 2]",[3. 2. 0. 3.],[1. 1. 0. 1.],0,[0. 0. 1. 0.],0.9831368923187256
215,"[2, 2]",[3. 0. 3. 3.],[1. 1. 0. 1.],0,[2. 3. 3. 2.],0.9998767375946045
591,"[2, 2]",[3. 0. 0. 3.],[1. 1. 1. 1.],0,[2. 3. 1. 0.],0.9999999403953552
587,"[2, 2]",[1. 3. 2. 3.],[1. 0. 1. 1.],0,[0. 0. 0. 1.],1.0
98,"[2, 2]",[3. 2. 2. 3.],[1. 1. 1. 1.],0,[2. 1. 3. 1.],0.9997614622116089
2782,"[2, 2, 2]",[3. 2. 3. 3.],[1. 1. 1. 1.],2,[2. 2. 3. 0.],0.9999846816062927
167,"[2, 2, 2]",[3. 0. 2. 3.],[1. 0. 0. 1.],0,[0. 2. 0. 1.],0.996637225151062
3226,"[2, 2, 2]",[3. 2. 1. 3.],[1. 1. 1. 1.],1,[1. 1. 1. 1.],0.9562489986419678
3188,"[2, 2, 2]",[3. 0. 1. 3.],[1. 1. 1. 1.],3,[3. 0. 1. 1.],0.9999998211860657
2201,"[2, 2, 2]",[1. 3. 0. 3.],[1. 1. 1. 1.],1,[3. 3. 2. 2.],0.9999995827674866
290,"[2, 2, 2]",[3. 2. 3. 3.],[1. 1. 1. 1.],1,[0. 2. 1. 0.],0.9999946355819702
3240,"[2, 2, 2]",[2. 3. 2. 3.],[1. 0. 1. 1.],1,[2. 1. 3. 1.],1.0
2757,"[2, 2, 2]",[1. 3. 1. 3.],[1. 1. 1. 1.],1,[3. 3. 0. 0.],0.9999958276748657
3286,"[2, 2, 2]",[3. 0. 2. 3.],[1. 1. 1. 1.],2,[3. 3. 2. 2.],0.9999995827674866
226,"[2, 2, 2]",[3. 1. 0. 3.],[0. 1. 1. 1.],0,[0. 3. 1. 2.],1.0
3300,"[2, 2, 2]",[2. 1. 2. 3.],[0. 1. 1. 1.],0,[3. 3. 0. 0.],0.9998921751976013
1424,"[2, 2, 2]",[3. 2. 2. 3.],[1. 1. 1. 1.],3,[3. 2. 2. 1.],1.0
3312,"[2, 2, 2]",[1. 1. 2. 3.],[1. 1. 0. 1.],0,[2. 3. 2. 0.],0.9934368133544922
3207,"[2, 2, 2]",[1. 3. 3. 3.],[1. 1. 1. 1.],1,[3. 3. 1. 1.],0.9999994039535522
383,"[2, 2, 2]",[1. 3. 3. 3.],[0. 0. 1. 1.],1,[2. 3. 3. 2.],0.9968749284744263
169,"[2, 2, 2]",[1. 1. 3. 3.],[1. 1. 0. 1.],1,[3. 1. 3. 2.],0.9968799948692322
403,"[2, 2, 2]",[1. 0. 3. 3.],[0. 0. 1. 1.],0,[2. 3. 2. 0.],0.9545755386352539
2305,"[2, 2, 2]",[2. 0. 1. 3.],[1. 1. 1. 1.],3,[2. 0. 1. 1.],0.9999898076057434
2293,"[2, 2, 2]",[3. 0. 2. 3.],[1. 0. 1. 1.],1,[3. 3. 1. 2.],0.9999999403953552
107,"[2, 2, 2]",[1. 0. 3. 3.],[0. 0. 0. 1.],0,[2. 3. 1. 2.],0.9999998807907104
1180,"[2, 2, 2]",[2. 1. 0. 0.],[1. 1. 1. 0.],0,[1. 3. 1. 1.],0.9955349564552307
3455,"[2, 2, 2]",[1. 3. 2. 3.],[1. 0. 0. 1.],0,[3. 1. 1. 2.],0.9999992847442627
2666,"[2, 2, 2]",[3. 2. 0. 3.],[1. 1. 1. 1.],0,[2. 3. 1. 2.],0.9999999403953552
